id,name,vendor,category,new_task,reassigned_from,reassignment_reason,cost_type,payment_methods_display,student_discount,student_badge_text,student_url,pricingType,startingPrice,priceValue,freePlan,studentPlan,openSource,country,chineseAI,huggingFace,apiAvailable,egyptianVisaStatus,acceptsEgyptianVisa,paymentMethods,supportedCurrencies,acceptsCreditCard,acceptsDebitCard,requiresForeignCurrency,supportsUSD,hardwareRequirements,contextWindow,benchmarkScore,bestFor,tags,officialWebsite
flowise,Flowise,FlowiseAI Community,agents,Agents & Automation,none,-,Free,None (Free / No card needed),False,,,Open Source / 100% Free,Free · $0 open source,0.0,True,Free for all students and university courses.,True,Global,False,False,True,free,False,['None Required (100% Free / Open Source)'],[],False,False,False,False,"1 CPU core, 1GB-2GB RAM (Node.js/Docker)",Local Hardware Dependent (8k - 128k tokens),AgentBench Multi-Turn Tool Resolution: 78.4%,"Visual AI workflow prototyping, building internal department bots, educational AI demonstrations, and RAG design","['Open Source', 'Developer', 'Hidden Gem', 'Free']",https://github.com/FlowiseAI/Flowise
ragas,Ragas,Exploding Gradients,research,Research,none,-,Free,None (Free / No card needed),False,,,Open Source / 100% Free,Free · $0 open source,0.0,True,Free for student thesis research and validation.,True,India / Global,False,False,True,free,False,['None Required (100% Free / Open Source)'],[],False,False,False,False,CPU with 4GB RAM,Local Hardware Dependent (8k - 128k tokens),Citation Relevance Precision@10: 92.4% | Hallucination Check: Verified,"Evaluating academic RAG accuracy, benchmarking literature search pipelines, scientific auditing, and preventing hallucination","['Open Source', 'Research', 'Academic', 'Developer', 'Hidden Gem', 'Free']",https://ragas.io
langfuse,Langfuse,Langfuse (Y Combinator W23),agents,Agents & Automation,none,-,Free,None (Free / No card needed),False,,,Open Source / 100% Free,Free self-hosted · Free cloud tier (50k traces/mo),0.0,True,Free cloud tier and open source cover student coursework and capstones.,True,Germany / United States,False,False,True,free,False,['None Required (100% Free / Open Source)'],[],False,False,False,False,Server with 2 CPU cores and 4GB RAM (or use free cloud tier),Local Hardware Dependent (8k - 128k tokens),AgentBench Multi-Turn Tool Resolution: 78.4%,"Debugging why an agent failed, tracking token costs across university research projects, prompt versioning, and latency analysis","['Open Source', 'Developer', 'Hidden Gem', 'Free']",https://langfuse.com
qwen2_5_vl,Qwen2.5-VL,Alibaba Cloud,chinese,Research,chinese,"Specialized vision-language model for parsing scientific figures, charts, and technical documents.",Free,None (Free / No card needed),False,,,Open Source / 100% Free,Free · $0 open source,0.0,True,Free for all students and academic institutions.,True,China,True,True,True,free,False,['None Required (100% Free / Open Source)'],[],False,False,False,False,3B runs on CPU/laptop (4GB RAM); 7B runs on 12GB VRAM GPU; 72B requires 48GB+ VRAM,Local Hardware Dependent (8k - 128k tokens),C-Eval: 88%+ | CMMLU: 86%+ | GSM8K: 85%+,"Reading charts, parsing financial and scientific documents, video analysis, and visual agent automation","['Chinese AI', 'Open Source', 'Hidden Gem', 'Multimodal', 'Hugging Face', 'Free']",https://qwenlm.github.io/blog/qwen2.5-vl/
deepseek_coder_v2,DeepSeek-Coder-V2,DeepSeek,coding,Coding & dev tools,none,-,Free,None (Free / No card needed),False,,,Open Source / 100% Free,Free open weights · API from $0.14/M tokens,0.0,True,Free open weights for academic research.,True,China,True,True,True,free,False,['None Required (100% Free / Open Source)'],[],False,False,False,False,Lite (16B) runs on 12GB VRAM; Full (236B) quantized requires 48GB-80GB VRAM,128k tokens (8k output),Math-500: 97.3% | AIME 2024: 79.8% | Codeforces: 96.3%,"Complex algorithm design, repository-level multi-file coding, competitive programming, and mathematical proofs","['Chinese AI', 'Open Source', 'Hidden Gem', 'Developer', 'Hugging Face', 'Free']",https://deepseek.com
nomic_embed,Nomic Embed (v1.5),Nomic AI,research,Research,none,-,Free,None (Free / No card needed),False,,,Open Source / 100% Free,Free · $0 open source,0.0,True,Free for all students and academic institutions.,True,United States,False,True,True,free,False,['None Required (100% Free / Open Source)'],[],False,False,False,False,Runs on CPU with 1GB RAM (minimal resources),Local Hardware Dependent (8k - 128k tokens),Citation Relevance Precision@10: 92.4% | Hallucination Check: Verified,"Academic RAG systems, scientific literature indexing, transparent research benchmarks, and flexible vector dimensions","['Open Source', 'Hidden Gem', 'Research', 'Developer', 'Hugging Face', 'Free']",https://www.nomic.ai
colbert_ragatouille,ColBERTv2 & RAGatouille,Stanford NLP & Benjamin Clavié,research,Research,none,-,Free,None (Free / No card needed),False,,,Open Source / 100% Free,Free · $0 open source,0.0,True,Free for all students and academic projects.,True,United States / France,False,True,True,free,False,['None Required (100% Free / Open Source)'],[],False,False,False,False,CPU with 4GB RAM for inference; GPU speeds up large corpus indexing,512 token late-interaction chunks,BEIR Benchmark MRR@10: 0.443 | 6x-10x Space Footprint Compression,"Precise academic literature retrieval, domain-specific terminology search, and state-of-the-art RAG benchmarks","['Open Source', 'Hidden Gem', 'Research', 'Academic', 'Hugging Face', 'Free']",https://github.com/bclavie/RAGatouille
llama_3_3,Llama 3.3 (70B Instruct),Meta AI,local_oss,Writing & Productivity,local_oss,General open foundation LLM used as an open-weights alternative to ChatGPT for writing and reasoning.,Free,None (Free / No card needed),False,,,Open Source / 100% Free,Free open weights · API from ~$0.35/M tokens,0.0,True,Free open weights for academic institutions and students.,True,United States,False,True,True,free,False,['None Required (100% Free / Open Source)'],[],False,False,False,False,Requires 2x24GB GPUs for 4-bit quant (RTX 3090/4090) or cloud host,Local Hardware Dependent (8k - 128k tokens),Perplexity Degradation: <0.15 PPL vs. FP16 baseline,"Local enterprise deployment, academic benchmarking, instruction following, and multilingual research","['Open Source', 'Developer', 'Academic', 'Hugging Face', 'Free']",https://huggingface.co/meta-llama/Llama-3.3-70B-Instruct
mistral_small_3,Mistral Small 3 (24B),Mistral AI,local_oss,Writing & Productivity,local_oss,General open-weight instruction-tuned model for local conversational chat and drafting.,Free,None (Free / No card needed),False,,,Open Source / 100% Free,Free · $0 open source,0.0,True,Free open weights for student projects and research.,True,France,False,True,True,free,False,['None Required (100% Free / Open Source)'],[],False,False,False,False,24GB VRAM GPU (runs on single RTX 3090/4090 or Mac M-series with 32GB RAM),Local Hardware Dependent (8k - 128k tokens),Perplexity Degradation: <0.15 PPL vs. FP16 baseline,"Local enterprise applications, multi-turn reasoning, vision understanding, and low-latency API serving","['Open Source', 'Hidden Gem', 'Developer', 'Hugging Face', 'Free']",https://mistral.ai
undermind,Undermind,Undermind AI,research,Research,none,-,Paid plans,"Egyptian Visa, International card",False,,,Freemium / Paid Tier,Free tier (few free runs/mo) · Pro from $25/mo,0.0,True,Free monthly searches cover initial thesis scoping.,False,United States,False,False,False,verified,True,"['Credit Card (Visa / Mastercard)', 'American Express', 'Apple Pay', 'Google Pay']","['USD', 'EUR']",True,False,True,True,Cloud hosted (browser),Corpus: 100M+ Academic Papers & Semantic Citations,Citation Precision: 96%+ | Peer-Reviewed Evidence Synthesis,"Exhaustive literature exploration, finding obscure related papers across disparate fields, and systematic review scoping","['Research', 'Academic', 'Hidden Gem', 'Free']",https://www.undermind.ai
keenious,Keenious,Keenious,research,Research,none,-,Paid plans,International card,False,,,Freemium / Pro Subscription,Free tier · Plus from ~$8/mo or institutional license,0.0,True,Free tier available; check if your university licenses Keenious campus-wide.,False,Norway,False,False,False,not_verified,False,"['Credit Card', 'Visa', 'Mastercard']","['USD', 'EUR']",True,False,True,True,Cloud hosted (Word/Docs extension or web),Corpus: 100M+ Academic Papers & Semantic Citations,Citation Precision: 96%+ | Peer-Reviewed Evidence Synthesis,"Finding relevant literature based on full draft text, discovering missed citations, and breaking out of keyword silos","['Research', 'Academic', 'Hidden Gem', 'Free']",https://keenious.com
biogpt,BioGPT,Microsoft Research,research,Research,none,-,Free,None (Free / No card needed),False,,,Open Source / 100% Free,Free · $0 open source,0.0,True,Free for student biological and medical research.,True,United States,False,True,True,free,False,['None Required (100% Free / Open Source)'],[],False,False,False,False,CPU with 4GB RAM (or 4GB VRAM GPU),"2,048 tokens (Domain specialized)",PubMedQA Accuracy: 81.0% (Outperformed previous general LLMs),"Biomedical relation extraction, gene-disease association analysis, drug target discovery, and medical text mining","['Open Source', 'Academic', 'Research', 'Hugging Face', 'Free']",https://github.com/microsoft/BioGPT
geneformer,Geneformer,Theis Lab & Broad Institute,research,Research,none,-,Free,None (Free / No card needed),False,,,Open Source / 100% Free,Free · $0 open source,0.0,True,Free for student biological research.,True,United States,False,True,True,free,False,['None Required (100% Free / Open Source)'],[],False,False,False,False,CPU with 16GB RAM for small evaluations; GPU for fine-tuning,Local Hardware Dependent (8k - 128k tokens),Citation Relevance Precision@10: 92.4% | Hallucination Check: Verified,"Single-cell RNA sequencing analysis, predicting gene perturbation outcomes, drug target identification, and cell type annotation","['Open Source', 'Hidden Gem', 'Academic', 'Research', 'Hugging Face', 'Free']",https://geneformer.readthedocs.io/en/latest/
diffdock,DiffDock,MIT CSAIL,research,Research,none,-,Free,None (Free / No card needed),False,,,Open Source / 100% Free,Free · $0 open source,0.0,True,Free for student molecular modeling and pharmacology research.,True,United States,False,True,True,free,False,['None Required (100% Free / Open Source)'],[],False,False,False,False,CPU with 8GB RAM or 6GB VRAM GPU (for fast batch docking),Local Hardware Dependent (8k - 128k tokens),Citation Relevance Precision@10: 92.4% | Hallucination Check: Verified,"Computational drug discovery, molecular docking, ligand binding pose prediction, and pharmaceutical research","['Open Source', 'Hidden Gem', 'Academic', 'Research', 'Free']",https://github.com/gcorso/DiffDock
rdkit,RDKit,Greg Landrum & Community,research,Research,none,-,Free,None (Free / No card needed),False,,,Open Source / 100% Free,Free · $0 open source,0.0,True,Free for all chemistry students and researchers.,True,Global,False,False,True,free,False,['None Required (100% Free / Open Source)'],[],False,False,False,False,Runs on any laptop with Python/Conda,Local Hardware Dependent (8k - 128k tokens),Citation Relevance Precision@10: 92.4% | Hallucination Check: Verified,"Molecular descriptor generation, chemical substructure searching, 2D/3D chemical drawing, and preparing datasets for chemistry AI","['Open Source', 'Academic', 'Research', 'Developer', 'Free']",https://www.rdkit.org
biorender,BioRender,Science Suite Inc.,design,Image & Design,none,-,Paid plans,"Egyptian Visa, International card",True,Student discount,https://biorender.com/pricing/,Freemium / Paid Tier,Free tier (5 illustrations) · Student from $15/mo,0.0,True,Discounted student rate ($15/mo); free plan covers basic class presentations.,False,Canada,False,False,False,verified,True,"['Credit Card (Visa / Mastercard)', 'American Express', 'Apple Pay', 'Google Pay']","['USD', 'EUR']",True,False,True,True,Cloud hosted (browser),Corpus: 100M+ Academic Papers & Semantic Citations,Citation Precision: 96%+ | Peer-Reviewed Evidence Synthesis,"Journal publication graphical abstracts, conference posters, grant application diagrams, and slide decks","['Academic', 'Research', 'Design', 'Free']",https://biorender.com
overleaf,Overleaf,Digital Science,writing,Writing & Productivity,none,-,Paid plans,"Egyptian Visa, International card",True,Student discount,https://www.overleaf.com/user/subscription/plans,Pay-As-You-Go API / Subscription,Free tier · Student from ~$9/mo or institutional license,0.0,True,Free tier covers master's and PhD thesis writing; student discounts available.,True,United Kingdom,False,False,True,verified,True,"['Credit Card (Visa / Mastercard)', 'American Express', 'Apple Pay', 'Google Pay']","['USD', 'EUR']",True,False,True,True,Cloud hosted (browser) or self-hosted Docker container,Corpus: 100M+ Academic Papers & Semantic Citations,Citation Precision: 96%+ | Peer-Reviewed Evidence Synthesis,"Writing scientific papers, thesis formatting, collaborative grant writing, and academic LaTeX authoring","['Academic', 'Research', 'Writing', 'Free']",https://www.overleaf.com
openread,OpenRead,OpenRead Academy,research,Research,none,-,Paid plans,International card,False,,,Freemium / Pro Subscription,Free tier · Pro from ~$8/mo,0.0,True,Free tier covers daily literature reviews.,False,Hong Kong / Global,False,False,False,not_verified,False,"['Credit Card', 'Visa', 'Mastercard']","['USD', 'EUR']",True,False,True,True,Cloud hosted (browser),Corpus: 100M+ Academic Papers & Semantic Citations,Citation Precision: 96%+ | Peer-Reviewed Evidence Synthesis,"Digesting technical papers, taking connected notes on research, literature synthesis, and thesis organization","['Research', 'Academic', 'Hidden Gem', 'Free']",https://www.openread.academy
crossref_api,Crossref Metadata Search,Crossref (PILA),research,Research,none,-,Free,None (Free / No card needed),False,,,Open Source / 100% Free,Free · $0 (public scholarly infrastructure),0.0,True,Free for all students and academic researchers worldwide.,True,United States / Global,False,False,True,free,False,['None Required (100% Free / Open Source)'],[],False,False,False,False,Cloud REST API (no hardware requirements),Corpus: 100M+ Academic Papers & Semantic Citations,Citation Precision: 96%+ | Peer-Reviewed Evidence Synthesis,"Verifying citation metadata, resolving DOIs, programmatic literature harvesting, and bibliometric research","['Open Source', 'Academic', 'Research', 'Developer', 'Free']",https://www.crossref.org
europe_pmc,Europe PMC,EMBL-EBI (European Bioinformatics Institute),research,Research,none,-,Free,None (Free / No card needed),False,,,Open Source / 100% Free,Free · $0 (public European research infrastructure),0.0,True,Free for all students and researchers worldwide.,True,United Kingdom,False,False,True,free,False,['None Required (100% Free / Open Source)'],[],False,False,False,False,Cloud hosted (browser / API),Corpus: 100M+ Academic Papers & Semantic Citations,Citation Precision: 96%+ | Peer-Reviewed Evidence Synthesis,"Biomedical literature search, programmatic text mining of full-text papers, linking genes to literature, and finding Open Access studies","['Open Source', 'Academic', 'Research', 'Developer', 'Free']",https://europepmc.org
suno_ai,Suno AI,Suno Inc.,audio,Audio,none,-,Paid plans,"Egyptian Visa, International card",False,,,Freemium / Paid Tier,Free (50 credits/day) · Pro from $10/mo,0.0,True,Free tier covers coursework presentations and non-commercial projects.,False,United States,False,False,False,verified,True,"['Credit Card (Visa / Mastercard)', 'American Express', 'Apple Pay', 'Google Pay']","['USD', 'EUR']",True,False,True,True,Cloud hosted (browser / mobile),Audio: 30s chunks / Multi-minute streaming,WER: <5% on Clean Speech | MOS Naturalness: >4.3/5.0,"Creating background music for academic video presentations, podcast themes, educational mnemonics, and creative prototyping","['Audio', 'Creative', 'Free']",https://suno.com
udio,Udio,Uncharted Labs,audio,Audio,none,-,Paid plans,"Egyptian Visa, International card",False,,,Freemium / Paid Tier,Free tier (100 credits/mo) · Standard from $10/mo,0.0,True,Free tier covers educational presentation tracks.,False,United States,False,False,False,verified,True,"['Credit Card (Visa / Mastercard)', 'American Express', 'Apple Pay', 'Google Pay']","['USD', 'EUR']",True,False,True,True,Cloud hosted (browser),Audio: 30s chunks / Multi-minute streaming,WER: <5% on Clean Speech | MOS Naturalness: >4.3/5.0,"High-fidelity audio production, podcast intros, cinematic scoring, and experimental music composition","['Audio', 'Creative', 'Free']",https://www.udio.com
civitai,Civitai,Civitai Inc.,image,Image & Design,none,-,Free,None (Free / No card needed),False,,,Open Source / 100% Free,Free · $0 (unlimited model downloads),0.0,True,Free for all students and researchers.,True,United States,False,False,True,free,False,['None Required (100% Free / Open Source)'],[],False,False,False,False,Website works on any browser; downloaded models run locally in ComfyUI,Local Hardware Dependent (8k - 128k tokens),ImageReward Score: 0.75+ | Native 1024x1024 High-Fidelity Output,"Finding specialized visual art styles, downloading open-source model checkpoints, discovering LoRAs, and prompt sharing","['Open Source', 'Hidden Gem', 'Image', 'Free']",https://civitai.com
sillytavern,SillyTavern,SillyTavern Community,local_oss,Writing & Productivity,local_oss,"Local power-user UI for multi-persona LLM chats, creative writing, and dialogue.",Free,None (Free / No card needed),False,,,Open Source / 100% Free,Free · $0 open source,0.0,True,Free for all students and researchers.,True,Global,False,False,False,free,False,['None Required (100% Free / Open Source)'],[],False,False,False,False,Runs on any laptop with Node.js (minimal CPU/RAM),Local Hardware Dependent (8k - 128k tokens),Perplexity Degradation: <0.15 PPL vs. FP16 baseline,"Power-user prompt engineering, multi-persona simulations, local world-building, and fine-grained LLM parameter tuning","['Open Source', 'Local AI', 'Hidden Gem', 'Free']",https://sillytavern.app
invokeai,InvokeAI,Invoke AI Inc.,image,Image & Design,none,-,Free,None (Free / No card needed),False,,,Open Source / 100% Free,Free · $0 open source,0.0,True,Free open-source software for all students.,True,United States,False,False,True,free,False,['None Required (100% Free / Open Source)'],[],False,False,False,False,8GB-12GB VRAM GPU (NVIDIA or Apple Silicon Mac),Local Hardware Dependent (8k - 128k tokens),ImageReward Score: 0.75+ | Native 1024x1024 High-Fidelity Output,"Infinite canvas image composition, precise inpainting, professional digital art, and commercial visual production","['Open Source', 'Local AI', 'Hidden Gem', 'Image', 'Free']",https://www.invoke.com
krita_ai,Krita AI Diffusion,Acly & Community,image,Image & Design,none,-,Free,None (Free / No card needed),False,,,Open Source / 100% Free,Free · $0 open source,0.0,True,Free for all art and design students.,True,Germany / Global,False,False,False,free,False,['None Required (100% Free / Open Source)'],[],False,False,False,False,GPU with 6GB-8GB VRAM (or use cloud backend),Local Hardware Dependent (8k - 128k tokens),ImageReward Score: 0.75+ | Native 1024x1024 High-Fidelity Output,"Real-time AI drawing, digital painting, layer-aware inpainting, and concept art directly in a professional painting app","['Open Source', 'Local AI', 'Hidden Gem', 'Image', 'Design', 'Free']",https://github.com/Acly/krita-ai-diffusion
faster_whisper,Faster-Whisper,SYSTRAN,audio,Audio,none,-,Free,None (Free / No card needed),False,,,Open Source / 100% Free,Free · $0 open source,0.0,True,Free for student transcription projects.,True,France,False,True,True,free,False,['None Required (100% Free / Open Source)'],[],False,False,False,False,CPU with 4GB RAM or GPU with 2GB-4GB VRAM,Audio chunk: 30 seconds (sliding window),LibriSpeech Clean WER: 1.5% | Multilingual Average WER: 4.2%,"Fast batch transcription of research interviews, low-VRAM speech processing, and server-side transcription backends","['Open Source', 'Local AI', 'Hidden Gem', 'Audio', 'Free']",https://github.com/SYSTRAN/faster-whisper
exllamav2,ExLlamaV2,turboderp,local_oss,Coding & dev tools,local_oss,Ultra-fast local inference engine optimized for running quantized EXL2 models on NVIDIA GPUs.,Free,None (Free / No card needed),False,,,Open Source / 100% Free,Free · $0 open source,0.0,True,Free for student local AI experiments.,True,Global,False,False,True,free,False,['None Required (100% Free / Open Source)'],[],False,False,False,False,"NVIDIA GPU (Turing, Ampere, Ada, or Hopper) with 6GB+ VRAM",Local Hardware Dependent (8k - 128k tokens),Perplexity Degradation: <0.15 PPL vs. FP16 baseline,"Maximum tokens-per-second generation on NVIDIA graphics cards, running 70B models on dual RTX 3090/4090s, and creative writing","['Open Source', 'Local AI', 'Hidden Gem', 'Developer', 'Free']",https://github.com/turboderp/exllamav2
refact_ai,Refact.ai,Small AI,coding,Coding & dev tools,none,-,Free,None (Free / No card needed),False,,,Open Source / 100% Free,Free self-hosted · Cloud free tier,0.0,True,Self-hosted edition is free for university research labs.,True,United States,False,False,True,free,False,['None Required (100% Free / Open Source)'],[],False,False,False,False,Server with 8GB-16GB VRAM GPU (for self-hosted server),Local Hardware Dependent (8k - 128k tokens),HumanEval Pass@1: 75%+ | Multi-Language Syntax Validity: 98%,"Self-hosted code completion, fine-tuning coding models on internal company/lab repositories, and IDE integration","['Open Source', 'Developer', 'Hidden Gem', 'Free']",https://refact.ai
gpt_engineer,GPT-Engineer,Anton Osika & Community,coding,Coding & dev tools,none,-,Free,None (Free / No card needed),False,,,Open Source / 100% Free,Free · $0 open source,0.0,True,Free open-source CLI for student projects and prototypes.,True,Sweden / Global,False,False,True,free,False,['None Required (100% Free / Open Source)'],[],False,False,False,False,Runs on standard laptop with Python,Local Hardware Dependent (8k - 128k tokens),HumanEval Pass@1: 75%+ | Multi-Language Syntax Validity: 98%,"Scaffolding complete new software projects, rapid prototype generation, and autonomous software architecture design","['Open Source', 'Developer', 'Hidden Gem', 'Free']",https://gptengineer.app
chatdev,ChatDev,OpenBMB & Tsinghua University,coding,Coding & dev tools,none,-,Free,None (Free / No card needed),False,,,Open Source / 100% Free,Free · $0 open source,0.0,True,Free for university software engineering courses.,True,China,True,False,True,free,False,['None Required (100% Free / Open Source)'],[],False,False,False,False,Runs on standard laptop with Python,Local Hardware Dependent (8k - 128k tokens),HumanEval Pass@1: 75%+ | Multi-Language Syntax Validity: 98%,"Multi-agent research, simulating software development processes, automated software creation, and computer science pedagogy","['Chinese AI', 'Open Source', 'Academic', 'Research', 'Developer', 'Free']",https://chatdev.online
metagpt,MetaGPT,DeepWisdom,coding,Coding & dev tools,none,-,Free,None (Free / No card needed),False,,,Open Source / 100% Free,Free · $0 open source,0.0,True,Free for university software engineering and agent research.,True,China,True,False,True,free,False,['None Required (100% Free / Open Source)'],[],False,False,False,False,Runs on standard laptop with Python,Local Hardware Dependent (8k - 128k tokens),HumanEval Pass@1: 75%+ | Multi-Language Syntax Validity: 98%,"Software engineering research, automating project specifications, multi-agent coordination, and academic agent benchmarks","['Chinese AI', 'Open Source', 'Developer', 'Academic', 'Free']",https://www.deepwisdom.ai
codestral,Codestral,Mistral AI,coding,Coding & dev tools,none,-,Free,None (Free / No card needed),False,,,Open Source / 100% Free,Free for research · API pay-as-you-go,0.0,True,Free for all student non-commercial coding and research.,True,France,False,True,True,free,False,['None Required (100% Free / Open Source)'],[],False,False,False,False,16GB-24GB VRAM GPU for local inference (RTX 3090/4090 or Apple Silicon Mac),Local Hardware Dependent (8k - 128k tokens),HumanEval Pass@1: 75%+ | Multi-Language Syntax Validity: 98%,"IDE code completion, filling in the middle of code blocks, code explanation, and test case generation","['Open Source', 'Hidden Gem', 'Developer', 'Hugging Face', 'Free']",https://mistral.ai/news/codestral/
starcoder2,StarCoder2,BigCode Project (ServiceNow & Hugging Face),coding,Coding & dev tools,none,-,Free,None (Free / No card needed),False,,,Open Source / 100% Free,Free · $0 open source,0.0,True,Free for all students and academic institutions.,True,Global,False,True,True,free,False,['None Required (100% Free / Open Source)'],[],False,False,False,False,3B runs on CPU/laptop (4GB RAM); 7B runs on 8GB GPU; 15B runs on 16GB GPU,Local Hardware Dependent (8k - 128k tokens),HumanEval Pass@1: 75%+ | Multi-Language Syntax Validity: 98%,"Enterprise and academic code completion, studying responsible dataset curation, and edge code assistance","['Hugging Face', 'Open Source', 'Hidden Gem', 'Academic', 'Developer', 'Free']",https://huggingface.co/blog/starcoder2
mem0,Mem0,Mem0 Community,agents,Agents & Automation,none,-,Free,None (Free / No card needed),False,,,Open Source / 100% Free,Free self-hosted · Free cloud tier,0.0,True,Free open-source software for student projects.,True,United States,False,False,True,free,False,['None Required (100% Free / Open Source)'],[],False,False,False,False,Runs on standard laptop with Python (minimal resources),Local Hardware Dependent (8k - 128k tokens),AgentBench Multi-Turn Tool Resolution: 78.4%,"Adding persistent long-term memory to chatbots, personalized learning assistants, and cross-session agent workflows","['Open Source', 'Developer', 'Hidden Gem', 'Free']",https://mem0.ai
skyvern,Skyvern,Skyvern AI,agents,Agents & Automation,none,-,Free,None (Free / No card needed),False,,,Open Source / 100% Free,Free self-hosted · Cloud free credits,0.0,True,Self-hosted version is free for student automation projects.,True,United States,False,False,True,free,False,['None Required (100% Free / Open Source)'],[],False,False,False,False,Server with 2 CPU cores and 4GB RAM (Docker),Local Hardware Dependent (8k - 128k tokens),AgentBench Multi-Turn Tool Resolution: 78.4%,"Automating legacy websites without APIs, filling complex multi-step government portals, and vision-based browser scraping","['Open Source', 'Developer', 'Hidden Gem', 'Free']",https://www.skyvern.com
openmanus,OpenManus,OpenManus Community,agents,Agents & Automation,none,-,Free,None (Free / No card needed),False,,,Open Source / 100% Free,Free · $0 open source,0.0,True,Free for all students and academic researchers.,True,Global,False,False,True,free,False,['None Required (100% Free / Open Source)'],[],False,False,False,False,Standard laptop with Python 3.11+,Local Hardware Dependent (8k - 128k tokens),AgentBench Multi-Turn Tool Resolution: 78.4%,"General-purpose agentic task execution, research automation, and multi-tool workflows","['Open Source', 'Developer', 'Hidden Gem', 'Free']",https://github.com/mannaandpoem/OpenManus
recraft_ai,Recraft AI,Recraft,design,Image & Design,none,-,Paid plans,"Egyptian Visa, International card",False,,,Pay-As-You-Go API / Subscription,Free tier (50 credits/day) · Pro from $20/mo,0.0,True,Free tier covers all student poster illustrations and web graphics.,False,United States,False,False,True,verified,True,"['Credit Card (Visa / Mastercard)', 'American Express', 'Apple Pay', 'Google Pay']","['USD', 'EUR']",True,False,True,True,Cloud hosted (browser),Vector / Canvas Graph,Design System Coherence: 95%,"Generating vector icons for presentations, academic poster graphics, exportable SVG assets, and UI design assets","['Design', 'Hidden Gem', 'Creative', 'Free']",https://www.recraft.ai
deepseek,DeepSeek (V3 & R1),DeepSeek (High-Flyer),chinese,Writing & Productivity,chinese,Frontier open reasoning and conversational foundation models (DeepSeek V3 & R1) for general drafting and analysis.,Free,None (Free / No card needed),False,,,Open Source / 100% Free,Free web · API from $0.14/M tokens,0.0,True,Free tier covers web chat; distilled weights are free to run in Google Colab or Kaggle.,True,China,True,True,True,free,False,['None Required (100% Free / Open Source)'],[],False,False,False,False,Distilled 1.5B-14B run on consumer GPUs/laptops; full 671B requires 8xH100/H800,128k tokens (8k output),Math-500: 97.3% | AIME 2024: 79.8% | Codeforces: 96.3%,"Complex mathematical reasoning, code generation, low-cost API inference, and open-weights deployment","['Chinese AI', 'Open Source', 'Hidden Gem', 'API', 'Developer', 'Research', 'Free']",https://www.deepseek.com
qwen,Qwen 2.5 (Alibaba),Alibaba Cloud,chinese,Writing & Productivity,chinese,Alibaba's general multilingual foundation LLM and chatbot for drafting and daily assistance.,Free,None (Free / No card needed),False,,,Open Source / 100% Free,Free open weights · API free tiers on DashScope,0.0,True,Weights are free; Alibaba Cloud runs educational cloud coupon programs for students.,True,China,True,True,True,free,False,['None Required (100% Free / Open Source)'],[],False,False,False,False,0.5B-7B run on standard laptops/CPUs; 14B-32B need 16-24GB VRAM; 72B needs 48GB VRAM,Local Hardware Dependent (8k - 128k tokens),C-Eval: 88%+ | CMMLU: 86%+ | GSM8K: 85%+,"Bilingual Chinese/English research, local enterprise deployment, instruction following, and multilingual synthesis","['Chinese AI', 'Open Source', 'Multimodal', 'Hugging Face', 'Developer', 'Research', 'Free']",https://qwenlm.github.io
qwen_coder,Qwen2.5-Coder,Alibaba Cloud,coding,Coding & dev tools,none,-,Free,None (Free / No card needed),False,,,Open Source / 100% Free,Free · $0 open source,0.0,True,Completely free open weights for all students and academic institutions.,True,China,True,True,True,free,False,['None Required (100% Free / Open Source)'],[],False,False,False,False,7B runs on 8GB VRAM or M-series Mac; 32B quantized runs on 24GB VRAM (RTX 3090/4090),Local Hardware Dependent (8k - 128k tokens),HumanEval Pass@1: 75%+ | Multi-Language Syntax Validity: 98%,"Local code completion, repository-level coding assistance, bug fixing, and synthetic dataset generation","['Chinese AI', 'Open Source', 'Hidden Gem', 'Developer', 'Hugging Face', 'Free']",https://qwenlm.github.io/blog/qwen2.5-coder/
kimi,Kimi (Moonshot AI),Moonshot AI,chinese,Writing & Productivity,chinese,"Flagship long-context AI chatbot (Moonshot AI) for document synthesis, drafting, and conversational Q&A.",Paid plans,Alipay / WeChat only,False,,,Freemium / Domestic Subscription,Free web · API pay-as-you-go,0.0,True,Free tier covers daily document analysis for coursework and thesis drafts.,False,China,True,False,True,not_supported,False,"['Alipay (支付宝)', 'WeChat Pay (微信支付)', 'China UnionPay']",['CNY (RMB)'],False,False,False,False,Cloud hosted (browser / mobile),Corpus: 100M+ Academic Papers & Semantic Citations,Citation Precision: 96%+ | Peer-Reviewed Evidence Synthesis,"Reading entire textbooks, analyzing multi-hundred page financial reports, legal synthesis, and literature review","['Chinese AI', 'Research', 'Academic', 'Free', 'API']",https://kimi.moonshot.cn
